COMPANY NAME;;ADDRESS;;CITY;;PROVINCE;;POSTAL CODE
Dutchess County Diesels;;None;;None;;None;;None
East Coast Grading Inc.;;2291 Loganville Hwy.;;Grayson;;GA;;30017
Energy Solutions;;740 Osborn Road;;Barnwell;;SC;;29812
Energy Solutions LLC;;740 Osborn Rd;;Barnwell;;SC;;29812
Energy Solutions-Barnwell;;740 Osborn Road;;Barnwell;;SC;;29812
Eves Michaud;;None;;None;;None;;None
Excel Trailer;;405 Lee Hwy;;Roanoke;;Virginia;;24019
Fleet Equipment;;None;;None;;None;;None
Fleet Maintenance, Inc.;;67 RansierDr.;;West Seneca;;NY;;14224
Fort Garry;;1440 Highland Ave.;;Brandon;;MB;;R7C 1A7
Fort Garry - Edmonton;;16230 118th Ave. NW;;Edmonton;;AB;;T5V 1C6
Fort Garry Industries;;10610 82 AVE;;Clairmont;;AB;;T8X 5G9
Fort Garry Industries;;3445 Miners Ave.;;Saskatoon;;SK;;S7K 7K9
Fort Garry Industries;;20246 102 Ave.;;Langley;;BC;;V1M 4B4
Fort Garry Industries;;1523 Ross Ave. E.;;Regina;;SK;;S4N 7E5
Fort Garry Industries;;5350 72 Ave SE;;Calgary;;AB;;T2C 4X5
Fort Garry Industries;;5701 63 Ave;;Lloydminster;;AB;;T9V 3B8
Fort Garry Industries;;1539 36th St. N;;Lethbridge;;AB;;T1H 6X2
Fort Garry Industries;;170 Queens Dr.;;Red Deer;;AB;;T4P 0R5
Fort Garry Industries;;5250 84 Ave SE;;Calgary;;AB;;T2C 5N3
Fort Garry Industries Ltd.;;2525 Inkster Boulevard;;Winnipeg;;MB;;R2R 2Y4
Freightliner & Western Star of Batavia, LLC;;8190 State Street Rd;;Batavia;;NY;;14020
Frito Lay;;1001 Biship Street N;;Cambridge;;ON;;N3H 4V8
Frontier Peterbuilt;;None;;None;;None;;None
Garnet's Welding;;None;;None;;None;;None
Garth Gills Inc;;None;;None;;None;;None
GDM Trailer Sales & Service;;3731 B ENTERPRISE DRIVE S.W.;;ROCHESTER;;MN;;55902
General Truck & Equipment;;None;;VERMONT;;NH;;None
Gestion Inter Quebec;;None;;None;;None;;None
GIBBON TRUCK & TRAILER SALES;;442 13th St. E;;Gibbon;;MN;;55335
Gingras Corriveau;;None;;None;;None;;None
Global Enterprise, Inc.;;3521 Goddard Way;;Alexandria;;VA;;22304
Golden West Trailer;;None;;None;;None;;None
Green Mountain Power;;2152 Post Road;;Rutland;;VT;;05701
Hail Trailer Brake & Wheel Inc.;;35085 Sussex Hwy.;;Delmar;;DE;;19940
Hale Trailer;;222 Caldwell Drive;;Springfield;;MA;;01104
Hale Trailer;;5361 Oakview Drive;;Allentown;;PA;;18106
Hale Trailer;;20 Pine Tree Industrial Park;;Portland;;ME;;04102
Hale Trailer Brake & Wheeel Inc.;;35085 Sussex Hwy.;;Delmar;;DE;;19940
Hale Trailer Brake & Wheel;;1290 Mid Valley Drive;;Jessup;;PA;;18434
Hale Trailer Brake & Wheel;;32 Industrial Road;;Walpole;;MA;;02081
Hale Trailer Brake & Wheel;;76 Cooper Road, PO Box 1400;;Voorhees;;NJ;;08043
HALE TRAILER BRAKE & WHEEL;;2201 Hawkins Point Road;;Baltimore;;MD;;21226
Hale Trailer Brake & Wheel Inc.;;20 Pinetree Industrial Parkway;;Portland;;ME;;04102
Hale Trailer Brake & Wheel Inc.;;None;;None;;None;;None
Hale Trailer Sales-Houlton;;None;;None;;None;;None
Hale Trailer-Portland;;None;;None;;None;;None
Handling Speciality;;None;;None;;None;;None
Hardings Inc.;;109 W. COMMERCIAL AVE.;;LOWELL;;IN;;46356
Harvey & Co.;;None;;None;;None;;None
Heartland Event Center/Fonner Park;;700 E. Stolley Park Rd.;;Grand Island;;NE;;68801
Hilltop Construction;;795 Therbrook Road;;Randolph;;Vermont;;05060
Hooper Welding;;1390 Advance Road;;Oakville;;ON;;L6L 6L6
Hostetler Custom Harvest c/o Moore's Towing;;728 Middleton Run Road;;Elkhart;;IN;;46516
Hubler Bros.;;None;;None;;None;;None
I State Truck Center;;4600 South Frontage Road;;Billings;;MT;;59106
I.T.E.C.;;None;;None;;None;;None
I-29 Trailer Sales Inc.;;3701  38th St. W, Suite A;;Fargo;;ND;;58104
Independent Ag Equipment;;374 Heidlersburg Road;;Biglerville;;PA;;17307
Inland Kenworth;;None;;None;;None;;None
Internal Use Only;;None;;None;;None;;None
Irving Oil;;267 North Street;;Houlton;;ME;;04730
J & M Brown Trucking Inc.;;411 Walnut Street #11634;;Green Cove Springs;;FL;;32043-3443
J & M Brown Trucking, Inc.;;356612 East 800 Road;;Stroud;;OK;;74079
J&B International;;None;;None;;None;;None
J.R. Vinagro Corporation;;2208 Plainfield Pike;;Johnston;;RI;;02919
J-1 Contracting Ltd;;PO Box 9068;;Clarenville;;NL;;A5A2C2
Ja Lavoie Equipment Sales;;None;;None;;None;;None
James Western Star Sterling;;None;;None;;None;;None
JD Irving;;None;;None;;None;;None
Jim Hawk Truck Trailer;;None;;None;;None;;None
JML Garage;;None;;ST. LEONARD;;None;;None
John Drapeau Diesel Inc;;None;;None;;None;;None
Kentucky Exposition Center - MATS;;937 Phillips Lane - D LOT;;Louisville;;KY;;40209
Kenworth;;None;;THUNDER BAY;;None;;None
Kenworth Nova Scotia;;None;;None;;None;;None
KILLOWEEN FARMS LTD.;;153 KILLOWEEN RD.;;KILLOWEEN;;NB;;E7J 1P3
Kimco Steel;;1325 John Counter Blvd;;Kingston;;ON;;K7L 4W1
King Pin Trailers;;None;;None;;None;;None
Kuhns Equipment;;None;;None;;None;;None
Laurin Jones;;None;;None;;None;;None
Lawson Equipment;;None;;None;;None;;None
Le Centre Routier (1994) Inc.;;375 Temiscouata;;Riviere-du-Loup;;QC;;G5R 3Z5
Leeland Equipment;;None;;None;;None;;None
Lindsay Sporting Camps;;4751, Route 104;;Maplewood;;NB;;E6E 2A8
Lode King;;135 Canada Street;;Winkler;;MB;;None
Long Haul Investments Inc;;None;;None;;None;;None
Lounsbury Truck Center;;None;;None;;None;;None
Lounsbury/R.A.Feeney;;None;;None;;None;;None
Lucky's Trailer Sales;;None;;None;;None;;None
Lucky's Trailers;;402 VT Route 107;;Royalton;;VT;;05068
M & K Trailer Center of Grand Rapids LLC;;2655 Burlingame Ave. SW;;Wyoming;;MI;;49509
Malberg Truck & Trailer;;None;;None;;None;;None
Mannagift Logistics;;None;;None;;None;;None
Martins Peterbilt;;174 Old Whitley Rd.;;London;;KY;;40744
Martin's Peterbilt;;174 Old Whitley Rd.;;London;;KY;;40741
Mas Construction Ltd.;;None;;None;;None;;None
Maurice Welding Shop Ltd.;;None;;None;;None;;None
Maxim Inc.;;125 Conservation Road;;Thunder Bay;;ON;;P7B 6T8
Maxim Trailer;;Box 42, Group 200, RR 2;;Winnipeg;;MB;;R3C 2E6
Maxim Trailers Services;;580 Oak Point Hwy;;Winnipeg;;MB;;R3C 2E6
McCorkle Sales Inc.;;9899 US Hwy. 280;;Claxton;;GA;;30417
McDonald Urquhart;;None;;None;;None;;None
McGibbon Diesel;;None;;None;;None;;None
Measurement Canada;;5000 rue Rideau;;Quebec;;QC;;G2E 6B5
Michaud Equipment;;None;;None;;None;;None
Michaud Equipment;;109 Chemin Desjardins Road;;Grand Falls;;NB;;E3Z 3G1
Midland States Bank;;7700 Bonhomme Ave., Suite 300;;Clayton;;MO;;63105
Midway Kenworth;;None;;None;;None;;None
Mike Forsyth;;2221, Route 560;;Lakeville;;NB;;E7K 1T5
Multivans Inc.;;13289 Coleraine Dr;;Boulton;;ON;; L7E 3B6
Municipal Enterprises Limited;;PO Box 48100;;Bedford;;NS;;B4A 3Z2
National Pavement Expo - Marshalling Yard;;14 James Robertson Pkwy;;Nashville;;TN;;37213
NB Power;;None;;None;;None;;None
New Hampshire Body;;None;;None;;None;;None
NEW TEST DEALER;;123 Street Name;;City;;NB;;123456
New Trans;;None;;None;;NL;;None
Newtrans Equipment Carriers Ltd.;;42 St. Annes Cres.;;Paradise;;NL;;A1L 1K1
NFLD Hydro;;None;;None;;None;;None
NH Body & Trailer;;11 Navigator Road;;Londonderry;;NH;;03053
Noel Peat Moss Ltd.;;439-B rue Du Moulin;;Tracadie;;NB;;E1X 1A4
Norfolk Naval Shipyard - ESS Inc.;;740 Osbourne Road;;Barnwell;;SC ;;29812
Nortaq Construction;;170, 5e Rue,;;Montmagny;;QC;;G5V 3V7
North American Trailer Centres;;None;;None;;None;;None
North Metro Asphalt;;1455 165th Ave NE;;Ham Lake;;Minnesota;;55304
Northeast Truck & Trailer;;178 Greenview Drive;;Hanwell;;NB;;E3C 0M7
Northeast Truck & Trailer;;178 Greenview Drive;;Hanwell;;NB;;E3C 2A5
Northeast Truck & Trailer Sales;;83 Hub Centre Dr.;;Upper Onslow;;NS;;B6L 0C8
Northeast Truck & Trailer Sales;;289 Mclean Ave.;;Hartland;;NB;;E7K 2P7
Northeast Truck & Trailer Sales;;29 Silver Fox Drive;;Salisbury;;NB;;E4J 0A9
Northland Truck Sales;;None;;None;;None;;None
Nova Eenterprises;;None;;None;;None;;None
Nova Truck Centres;;670 Wilkinson Ave.;;Dartmouth;;NS;;B3B 0J4
Nowak Construction Co, Inc.;;200 Goddard Road;;Goddard;;KS;;67057
NPE - C/O Shepard Expo. Services - Booth# 641;;1139 W. 3rd St;;Cleveland;;OH;;44113-1019
Nuss Truck & Equipment;;9403 Westgate Blvd;;Duluth;;MN;;55810
Nuss Truck & Equipment;;2195 W. County Road C2;;Roseville;;MN;;55113
O'Connor Motor Company;;187 Riverside Drive;;Augusta;;Maine;;04330
O'Connor Motor Company Cross Insurance Center;;515 Main Street;;Bangor;;Maine;;04401
Pace Trailer;;None;;None;;None;;None
Pace Trailer Sales & Service Inc;;8788 Byron Commerce Drive;;Byron Center;;MI;;49315
Paul Equipment;;None;;None;;None;;None
Paul Parsons;;None;;Deer Lake;;NL;;None
Pavage B.N.R. Paving Inc.;;None;;None;;None;;None
Peel Truck & Trailer;;None;;None;;None;;None
Petersen Inc.;;1527 N 2000 W.;;Ogden;;UT;;84404-9687
Piercoul;;None;;None;;None;;None
Pierquip Inc.;;1016 Chemin Olivier;;St. Nicholas;;PQ;;G7A 2M7
Pierquip Inc.;;16709 Boul Du Cure - Labelle;;Mirabel;;PQ;;J7J 2G6
Piper's Welding;;None;;None;;None;;None
Platinum Equipment;;None;;None;;None;;None
Polisam Inc;;1380 Boulevard Saint-Joseph O;;Drummondville;;QC;;J2E 1R1
Powertrax;;None;;None;;None;;None
Powertrax/Consignment;;None;;None;;None;;None
Premier;;1858 W. Bridge St.;;Blackfoot;;ID;;83221
Premier Technology Inc.;;1858 West Bridge;;Blackfoot;;ID;;83221
Premier Ventures Ltd.;;52 Spice Dr.;;Yorkton;;SK;;S3N-4A2
PrInce George Truck & Equipment (2000) Ltd.;;8982 Sintich Road;;Prince George;;BC;;V2N 5S6
Production Components;;115 Eagle Way;;Clinton;;TN;;37716
Province of NB;;None;;None;;None;;None
PT Welding;;1960 E Main St,;;Woodland;;CA;;95776
Quality Trailers Ltd.;;50 Roy Roche Dr. GDN Stn L;;Winnipeg;;MB;;R3H 0Y6
Querel Trailers;;None;;None;;None;;None
Querel Trailers Inc.;;None;;None;;None;;None
R.R.Charlebois, Inc.;;950 Route 7 South;;Milton;;Vermont;;05468
Radco Trucking;;9905 Sapp Brothers Dr.;;Omaha;;NE;;68138
Radco Trucking;;None;;Gridley;;CA;;95948
Radco Trucking;;921 French Ave.;;Gridley;;CA;;95948
Radco Trucking;;2491 West Gridley Biggs Road;;Gridley;;CA;;95948
Ray G. Ebbett;;8864 Main Street;;Bristol;;NB;;E7L 2A1
Redhead Equipment;;None;;None;;None;;None
Redhead Equipment Ltd.;;PO Box 32098, Highway #1 East;;Regina;;SK;;S4N 7L2
Redhead Equipment Ltd.;;105 McDonald St. N.;;Regina;;SK;;S4N 5W2
Redhead Equipment Ltd.;;Hwy. 16 N. PO Box 9191;;Saskatoon;;SK;;S7K 7E8
Redhead Equipment Ltd.;;2604 South Service Road W.;;Swift Current;;SK;;S9H 5J9
Redhead Equipment Ltd.;;4404 - 37th Ave;;Lloydminster;;SK;;S9V 1R6
Redhead Equipment Ltd.;;Hwy. 39, PO Box 910;;Estevan;;SK;;S4A 2A7
Remorques Lewis Inc.;;499 Chemin du Grand Rang;;La Presentation;;QC;;J0H 1B0
Resource Equipment;;None;;None;;None;;None
REXTON;;None;;None;;None;;None
RICHWIL Truck;;None;;None;;None;;None
RITCHIE Bros AUCTIONEERS;;None;;None;;None;;None
ROBERT DURAND;;None;;None;;None;;None
Rocks Welding;;179 Palmer Brook Road;;Quispamsis;;NB;;E2E 4Z4
Rodolfo Hernandez - Zeta Forwarding;;13612 North Unitec Drive;;Laredo;;TX;;78045
ROY BURKE;;None;;None;;None;;None
Royal Truck AND Trailer;;None;;None;;None;;None
RS Machinery LLC;;7230 HWY 83;;Glenburn;;ND;;58740
RTS Truck Center;;565 Beach Lake Hwy;;Honesdale;;PA;;18431
Russel Metals Inc;;25 Richards St. Industrial Park North;;Edmundston;;NB;;E3V 4H4
RUSSELL PARISH;;None;;None;;None;;None
S & S Farm Supply;;drop ship at Willrett Farm Equipment;;Hinckley;;IL;;60520-6154
S & S Trailer;;Irving Big Stop;;Houlton;;ME;;None
S & S Trailer Sales Inc. - CCO;;455 North 10th Street;;Omaha;;NE;;68102
S & S Trailers Sales, Inc;;717 N. Pennsylvania Ave.;;Ness City;;KS;;67560
S & S Trailers Sales, Inc;;717 N. Pennsylvania Ave.;;Victoria;;TX;;None
S&S Traier Sales c/o Fonner Park;;700 E. Stolley Park Rd.;;Grand Island;;NE;;68802
S&S Trailer Sales;;None;;None;;KY;;None
S&S Trailer Sales c/o McKeel Equipment;;503 Walnut Street;;Murray;;KY;;42071
S&S TransportATION;;None;;None;;None;;None
SAINT John Spring WORKS;;None;;None;;None;;None
Salem Farm Supply Inc.;;5109 Stsate Rte 22;;Salem;;NY;;12865
Santee Cooper;;One Riverwood Drive;;Moncks Corner;;SC;;29461
SCHaulTZ Equipment;;None;;None;;None;;None
Schwing Bioset;;350 SMC Drive;;Somerset;;WI;;54025
Score Construction;;260 HWY 23N;;Revelstoke;;BC;;V0E 2S0
SELECT Trailer Sales;;None;;None;;None;;None
Semi Trailer Sales;;4009 East Divide Ave.;;Bismarck;;ND;;58501
Services D'EquipmentS GD Inc.;;995 RUE RIVARD;;QUEBEC;;QC;;G1M 3G8
Shane Coffin;;3 Beach Rd;;Norman's Cove;;NFLD;;None
Shane Coffin;;3 Beach Rd;;Norman's Cove;;NFLD;;None
Shane Coffin;;3 Beach Rd;;Norman's Cove;;NFLD;;None
Sharpe's Auto Salvage Ltd;;5265, Route 105;;Pembroke;;NB;;E7N 1S3
Shur-Co of Ohio;;4676 Lynn Road;;Rootstown;;OH;;44272
Silver's Garage;;None;;None;;None;;None
Small's Trucking LLC;;10229 Killduff Rd.;;Gambier;;OH;;43022
South Carolina Public Service Authority;;223 N. Live Oak Drive;;Moncks Corner;;South Carolina;;29461
South Fork Harvesters;;32832 736 Road;;Imperial;;NE;;69033
Southern Farm Show;;1025 Blue Ridge Blvd;;Raleigh;;NC;;27607
SOUTHSHORE Truck Center;;None;;None;;None;;None
Spring SPECIALTY;;None;;None;;None;;None
Spudnik Equipment Company LLC;;110 AIRPORT DRIVE;;PRESQUE ISLE;;ME ;;4769 
ST.HENRI Trailers;;None;;None;;None;;None
Star Furniture;;16666 Barker Springs Road;;Houston;;Texas;;77084
Staraget Mfg (2020) Ltd.;;140 Market Drive;;Milton;;ON;;L9T 3H5
Stargate Mgf (2020) Ltd.;;140 Market Drive;;Milton;;ON;;L9T 3H5
STONewOOD Transport;;None;;None;;None;;None
STS Trailer;;None;;None;;None;;None
STS Trailer & Truck Equipment;;3496 Court Street;;Syracuse;;NY;;None
SUDBURY Kenworth;;None;;None;;None;;None
Summit Trailer;;9122 Rock Island Rd.;;Prince George;;BC;;None
Summit Trailer Ltd.;;1160 Commercial Way;;Penticton;;BC;;V2A 3H5
Summit Trailer Ltd.;;21010 - 108 Ave;;Edmonton;;AB;;T5S 1X4
Superior Industries;;26 General Way;;Miramichi;;NB;;None
SUPERIOR Trailers;;None;;None;;None;;None
Tag Technical Solutions, LLC;;12104 Brookstone Drive;;Knoxville;;TN;;37934
Taiko Trucking;;9540 Endeavor Dr. S.E.;;Calgary;;AB;;None
TARPRITE;;None;;None;;None;;None
TC Trailers;;None;;None;;None;;None
Tec Equipment;;2830 S. 51st AVE;;Phoenix;;AZ;;85043
TEC EQUIPMENT;;2050 E LOUISE AVE;;LATHROP;;CA;;95330
Tec Equipment;;14400 Randall Ave;;Fontana;;CA;;92335
Tec Equipment;;None;;None;;None;;None
TEC Equipment;;25619 Pacific Hwy S.;;Des Moines;;WA;;98198
TEC Equipment;;2735 Cactus Road;;San Diego;;CA;;92154
TEC Equipment Inc.;;8555 Pedrick Rd;;Dixon;;CA;;95620
TEC Equipment Inc.;;9400 NE Vancouver Way;;Portland;;OR;;97211
The McLean Company;;6681 Chittenden Road;;Hudson;;OH;;44236
THE OLIVER STORES;;None;;None;;None;;None
THOMas Equipment;;None;;None;;None;;None
THOMas Equipment/PRO TOUGH;;None;;None;;None;;None
TIMMINS Kenworth;;None;;None;;None;;None
TOBIQUE Western Star;;None;;None;;None;;None
TOPLINE Trailer;;None;;None;;None;;None
Total Truck & Equipment;;9122 Rock Island Rd.;;Prince George;;BC;;V2N 5T4
Town of Hampton;;179 Palmer Road;;Quispamsis;;NB;;None
TOWN of HAMPTON;;None;;None;;None;;None
TOWN of MONTICELLO;;None;;None;;None;;None
TRACTOR Trailer Service;;None;;None;;None;;None
Trailer Shop Canada;;1399 Advance Rd;;Oakville;;ON;;L6L 6L6
TrailerLINE Sales;;None;;None;;None;;None
Trailers Plus;;2223 Drummond Line;;Peterborough;;ON;;K9J 6X8
Trailers PLUS - OLD;;None;;None;;None;;None
TRANS EAST - BURLINGTION;;None;;None;;None;;None
Trans Equipment Co., Inc.;;4423 Oregon Pike;;Ephrata;;PA;;17522
TRANSEAST Trailer;;None;;None;;None;;None
Transfinder Equipment Ltd.;;PO Box 2660;;Stony Plain;;AB;;T7Z 1Y2
Transfinders;;Bay#5 104 Fulton Drive;;Acheson;;AB;;None
TRANSIT;;None;;None;;None;;None
Transit Trailer Limited;;3817 County Road 46;;Maidstone;;ON;;N0R 1K0
Transit Trailer Limited;;150 Exeter Road, Units 40-42;;London;;ON;;N6L 1G9
Transit Trailer Limited;;7 Pusey Blvd.;;Brantford;;ON;;N3R 2R9
Transit Trailer Limited;;RR#6 22217 Bloomfield Rd.;;Chatham;;ON;;N7M 5J6
Transit Trailer Limited;;70 Adam Ferrie Place;;Kitchener;;ON;;N2E 2A9
Transport Caron;;975, Chemin industriel;;Saint-Nicolas;;Quebec;;None
Treyco Manufacturing;;1500 Chestnut St-Lebannon;;St-Lebanon;;Pennsylvania;;17042
Tri-State Trailer Sales Inc.;;3111 Grand Ave.;;Pittsburgh;;PA;;15225
Truck Equipment;;None;;None;;None;;None
Truck Pro;;Highway 10 East;;Yorkton;;SK;;S3N 2X3
Truck World;;International Ctr. Hall 5 6900 Airport Rd.;;Mississauga;;ON;;L4V 1E8
TruckZONE;;None;;None;;None;;None
TRURO International;;None;;None;;None;;None
USCH - Heartland Events Center;;700 East Stolley Park Road;;Grand Island;;NE ;;68801
USPFO For West Virginia;;50 Armory Road;;Buckhannon;;WV;;26201
VALLEY Equipment;;None;;None;;None;;None
Valley Equipment Ltd.;;289 McLean St.;;Hartland;;NB;;E7P 2K7
Valley Equipment Ltd.;;178 Greenview Drive;;Hanwell;;NB;;E3C 2A5
VALLEY Equipment/NorthEAST;;None;;HARTLAND;;NB;;None
